seqnames	start	end	1stKD	2ndKD	Ctrl
chr1	20047230	20047496	1	0	0
chr1	20081076	20081299	1	0	0
chr1	20165939	20166202	1	0	0
chr1	20171453	20171778	0	1	0
chr1	20179097	20179362	1	0	0
chr1	20223175	20223480	1	1	0
chr1	20255630	20256038	1	0	0
chr1	20380331	20380684	1	0	0
chr1	20381029	20381364	1	0	0
chr1	20590249	20590693	1	0	0
chr1	20633336	20633764	0	0	1
chr1	20661209	20661761	1	1	1
chr1	20678639	20678964	1	0	0
chr1	20696867	20697285	1	0	1
chr1	20711416	20711821	1	0	0
chr1	20786397	20787521	1	1	1
chr1	20851880	20852153	1	0	0
chr1	20932771	20932869	1	0	0
chr1	21091191	21091372	1	0	0
chr1	21100795	21100951	1	0	0
chr1	21176585	21177471	1	1	1
chr1	21313914	21314182	1	0	0
chr1	21334150	21334600	1	1	1
chr1	21345432	21345645	1	0	0
chr1	21607895	21608160	1	0	0
chr1	21768162	21768660	1	1	0
chr1	21782847	21783825	1	1	1
chr1	21798769	21798919	1	0	0
chr1	21815687	21816243	1	1	1
chr1	21857421	21857732	1	0	0
chr1	21865978	21866449	1	0	0
chr1	21937392	21937684	0	0	1
chr1	22019012	22019495	1	1	1
chr1	22025174	22025555	1	0	1
chr1	22025632	22026107	1	0	1
chr1	22039689	22040103	1	0	0
chr1	22052446	22052897	1	1	1
chr1	22451646	22452191	1	0	1
chr1	22452247	22452405	0	0	1
chr1	22710515	22710899	1	1	1
chr1	22745927	22746601	1	1	0
chr1	23019193	23019738	1	1	1
chr1	23100148	23100470	1	0	0
chr1	23169678	23170105	1	1	1
chr1	23282982	23283330	1	0	0
chr1	23344012	23344829	1	1	1
chr1	23368052	23368596	1	1	1
chr1	23368837	23369157	1	1	1
chr1	23378282	23378574	1	0	0
chr1	23402214	23402475	1	0	0
chr1	23528312	23528515	1	0	0
chr1	23533302	23533549	1	0	0
chr1	23539794	23540172	1	1	1
chr1	23554728	23555204	1	0	1
chr1	23559321	23559760	1	1	0
chr1	23585502	23585931	1	0	0
chr1	23691584	23692072	1	0	1
chr1	23743136	23743503	1	0	1
chr1	23778070	23778682	1	1	1
chr1	23800704	23801052	0	1	1
chr1	23810822	23811177	1	1	0
chr1	23868104	23868556	1	1	1
chr1	23908866	23909141	0	0	1
chr1	23958925	23959909	1	1	1
chr1	23980083	23980716	1	1	1
chr1	24174052	24174413	1	0	0
chr1	24190118	24190648	1	1	1
chr1	24191044	24191257	1	0	0
chr1	24365253	24365534	1	0	0
chr1	24413493	24413961	1	0	0
chr1	24415552	24415865	1	0	1
chr1	24419253	24419556	1	0	0
chr1	24466693	24466888	1	0	0
chr1	24481106	24481460	1	1	0
chr1	24502698	24503140	1	1	1
chr1	24642769	24643395	1	1	1
chr1	24705345	24705604	1	0	0
chr1	24708957	24709252	1	0	0
chr1	24727535	24727899	1	0	0
chr1	24733326	24733653	1	1	1
chr1	24744903	24745521	1	1	1
chr1	24762427	24762645	0	1	0
chr1	24847972	24848646	1	1	1
chr1	24872604	24873114	1	1	0
chr1	24909801	24909878	1	0	0
chr1	24911108	24911439	1	0	0
chr1	24930120	24930550	1	1	0
chr1	24955135	24955509	1	0	0
chr1	24964974	24965481	1	1	1
chr1	25022811	25023117	0	1	0
chr1	25033958	25034301	1	0	0
chr1	25101458	25101735	1	0	0
chr1	25101742	25101749	0	1	0
chr1	25140050	25140647	1	1	1
chr1	25232394	25232723	1	0	0
chr1	25239705	25240252	1	1	1
chr1	25246930	25247925	1	1	1
chr1	25338258	25338696	1	0	1
chr1	25430067	25430969	1	1	1
chr1	25543338	25543869	1	0	1
chr1	25549620	25549843	1	0	1
chr1	25610023	25610321	1	0	0
chr1	25616451	25616926	1	1	1
chr1	25690102	25690316	1	0	0
chr1	25859251	25859661	1	1	1
chr1	25905444	25905915	1	1	1
chr1	25906010	25906104	0	0	1
chr1	25906209	25906717	1	1	1
chr1	25971364	25971669	1	0	0
chr1	25996952	25997358	1	1	0
chr1	25997916	25998499	1	1	0
chr1	26111004	26111171	0	0	1
chr1	26111312	26112116	0	1	1
chr1	26126533	26126907	0	1	0
chr1	26169682	26170008	1	1	1
chr1	26233783	26234460	1	1	1
chr1	26289094	26289418	1	0	0
chr1	26306516	26306798	1	0	0
chr1	26306958	26307214	1	0	0
chr1	26321554	26321563	1	0	0
chr1	26378208	26378649	1	1	1
chr1	26385655	26385930	1	1	0
chr1	26431915	26432601	1	1	1
chr1	26472058	26473307	1	1	1
chr1	26500144	26500618	0	1	1
chr1	26500717	26501298	1	0	1
chr1	26692484	26692634	1	0	0
chr1	26692968	26693303	1	0	0
chr1	26695438	26696003	1	1	1
chr1	26744045	26744419	1	0	1
chr1	26787772	26787774	0	1	0
chr1	26787796	26788280	1	1	1
chr1	26820801	26821225	1	0	1
chr1	26826564	26826965	0	0	1
chr1	26864990	26865515	1	0	1
chr1	26889999	26890446	1	1	0
chr1	26900308	26900504	0	0	1
chr1	26921305	26921978	1	1	1
chr1	26932565	26932845	1	0	0
chr1	27001845	27002345	1	1	0
chr1	27012752	27013212	1	0	1
chr1	27067657	27067920	1	1	0
chr1	27111968	27112490	1	1	1
chr1	27116679	27117007	1	1	0
chr1	27137266	27137418	1	0	0
chr1	27154990	27155640	1	1	1
chr1	27234105	27234757	1	1	1
chr1	27321900	27322551	1	1	1
chr1	27341607	27341804	1	0	0
chr1	27392249	27392747	1	0	1
chr1	27435835	27436261	1	1	0
chr1	27489877	27490647	1	1	1
chr1	27557443	27557657	1	0	0
chr1	27568396	27568857	1	1	1
chr1	27604081	27604449	0	1	0
chr1	27626102	27626330	1	0	0
chr1	27631550	27631806	1	0	0
chr1	27672075	27672544	1	1	0
chr1	27725482	27726439	1	1	1
chr1	27772921	27773482	1	1	0
chr1	27830533	27831141	1	1	1
chr1	27863133	27863540	1	1	0
chr1	27885675	27886029	1	1	0
chr1	27887249	27887555	1	0	0
chr1	27904522	27904829	1	0	0
chr1	27914468	27915030	1	1	1
chr1	27943454	27943741	1	0	1
chr1	27959880	27960218	1	0	0
chr1	28088396	28088949	1	0	1
chr1	28111222	28111534	1	0	0
chr1	28115286	28115612	1	1	0
chr1	28172662	28173049	1	1	0
chr1	28235842	28236306	1	0	1
chr1	28247134	28247577	1	1	1
chr1	28259119	28259608	1	1	1
chr1	28328816	28329213	1	1	1
chr1	28505618	28506215	1	1	1
chr1	28518109	28518310	1	0	0
chr1	28552520	28553212	1	1	0
chr1	28581571	28582166	1	1	1
chr1	28642823	28643486	1	1	1
chr1	28648513	28649321	1	1	1
chr1	28668514	28669161	1	0	1
chr1	28736449	28737212	1	1	1
chr1	28886719	28887140	1	0	1
chr1	28914166	28914987	1	1	1
chr1	28926907	28927224	1	1	0
chr1	29181777	29182296	1	1	0
chr1	29230665	29231164	1	1	1
chr1	29236255	29236604	1	0	1
chr1	29283294	29283431	1	0	0
chr1	30718039	30719002	1	1	1
chr1	30743668	30743970	1	0	0
chr1	30748155	30748508	1	0	0
chr1	30756552	30757116	1	1	1
chr1	30824193	30824744	1	1	1
chr1	30830611	30830905	1	0	0
chr1	30929311	30929720	1	0	0
chr1	31028194	31028391	1	0	0
chr1	31065347	31066134	1	1	1
chr1	31155203	31155771	1	0	1
chr1	31170775	31171148	1	0	0
chr1	31182358	31182503	1	0	0
chr1	31296559	31297203	1	1	1
chr1	31396957	31397298	1	0	0
chr1	31483187	31483869	1	1	1
chr1	31505926	31506291	1	0	0
chr1	31523756	31524094	1	0	0
chr1	31549037	31549429	1	1	0
chr1	31605844	31606450	1	1	1
chr1	31644594	31645381	1	1	1
chr1	31788115	31788468	1	0	1
chr1	31788516	31788679	1	0	0
chr1	31938106	31938721	1	1	1
chr1	31944321	31944664	1	0	0
chr1	31956006	31956326	1	0	0
chr1	32013318	32014019	1	1	0
chr1	32066414	32066877	1	0	1
chr1	32072642	32073553	1	0	1
chr1	32100410	32100767	1	0	0
chr1	32107825	32108279	1	0	1
chr1	32133422	32133720	1	0	0
chr1	32179446	32180150	1	1	1
chr1	32205559	32205755	1	0	0
chr1	32222053	32222538	1	1	1
chr1	32291694	32292370	1	1	1
chr1	32337383	32337680	1	0	0
chr1	32351131	32351903	1	1	1
chr1	32394151	32394895	1	1	1
chr1	32500569	32501127	1	1	1
chr1	32520526	32520717	0	0	1
chr1	32650305	32650703	1	1	0
chr1	32650861	32651454	1	1	1
chr1	32712206	32712676	1	1	1
chr1	32753613	32753986	1	0	0
chr1	32817074	32817949	1	1	1
chr1	32941627	32941983	1	1	1
chr1	32964608	32965107	1	1	0
chr1	32981155	32981521	1	0	0
chr1	32992274	32992890	1	1	1
chr1	33032248	33032562	1	1	0
chr1	33036784	33037170	1	0	1
chr1	33045847	33046120	1	0	0
chr1	33058340	33058657	1	0	0
chr1	33081038	33081393	0	1	0
chr1	33088570	33088780	1	0	0
chr1	33099308	33099919	1	1	1
chr1	33127154	33127696	1	1	1
chr1	33181930	33182170	1	0	0
chr1	33256301	33256673	1	0	0
chr1	33338845	33339347	1	1	1
chr1	33349426	33350312	1	1	1
chr1	33430770	33431320	1	1	1
chr1	33433689	33434140	1	1	1
chr1	33461090	33461297	1	0	0
chr1	33472259	33472768	1	1	1
chr1	33956163	33956471	1	0	0
chr1	34833843	34834085	1	0	0
chr1	34852663	34853106	1	1	1
chr1	34859422	34860043	1	1	0
chr1	34866420	34866704	1	0	0
chr1	34918941	34919551	1	0	0
chr1	34985020	34985626	1	0	1
chr1	35031584	35032138	1	1	1
chr1	35191974	35192452	1	0	0
chr1	35192996	35193461	1	1	0
chr1	35268482	35269040	1	1	1
chr1	35345585	35346085	1	0	0
chr1	35364829	35365185	1	0	0
chr1	35454199	35454403	1	0	0
chr1	35557375	35558035	1	1	0
chr1	35641391	35641892	1	1	1
chr1	35718658	35718978	1	0	0
chr1	35769260	35770224	1	1	1
chr1	35800268	35800637	1	1	0
chr1	35860819	35860914	1	0	0
chr1	35882918	35883557	1	1	1
chr1	35930730	35931388	1	1	1
chr1	36088670	36089165	1	1	1
chr1	36115970	36116271	1	0	0
chr1	36120248	36120421	1	0	0
chr1	36123311	36123680	1	1	0
chr1	36149373	36149875	1	1	1
chr1	36155807	36156213	1	0	1
chr1	36188040	36188374	1	0	1
chr1	36209304	36209735	1	1	0
chr1	36224029	36224777	1	1	1
chr1	36300022	36300277	1	0	0
chr1	36306798	36307332	1	1	0
chr1	36365411	36365746	1	0	0
chr1	36366338	36366488	1	0	0
chr1	36374582	36374966	1	0	0
chr1	36385816	36386254	1	1	1
chr1	36386424	36386839	1	1	1
chr1	36397772	36398106	1	1	1
chr1	36450375	36450815	1	1	1
chr1	36464090	36464742	1	0	1
chr1	36486290	36486567	1	0	0
chr1	36486629	36486909	1	0	0
chr1	37288964	37289255	1	0	0
chr1	37449882	37450300	1	0	0
chr1	37454979	37455288	0	1	0
chr1	37474369	37474727	0	0	1
chr1	37486968	37487205	1	0	0
chr1	37514503	37515140	1	1	1
chr1	37554040	37554443	1	0	1
chr1	37595436	37596184	1	1	1
chr1	37690366	37690795	1	1	1
chr1	37692139	37692619	1	0	1
chr1	37793926	37794258	1	1	0
chr1	37808061	37808380	1	0	0
chr1	37845804	37846123	1	0	0
chr1	37859451	37860385	1	1	1
chr1	37922762	37923185	1	1	0
chr1	37931601	37932205	1	1	1
chr1	37946911	37947245	1	1	0
chr1	37989767	37990355	1	1	1
chr1	37996556	37996967	1	0	0
chr1	38012395	38012873	1	1	1
chr1	38121185	38121408	1	0	0
chr1	38173211	38173382	1	0	0
chr1	38173879	38174079	1	0	0
chr1	38334967	38335272	1	0	0
chr1	38501026	38501316	1	0	0
chr1	38848113	38848413	1	0	0
chr1	38859468	38860242	1	1	1
chr1	38873217	38873743	1	1	0
chr1	38991018	38991549	1	0	1
chr1	39025965	39026621	1	0	1
chr1	39102663	39103238	1	0	0
chr1	39204541	39204787	1	0	0
chr1	39398624	39398918	1	0	0
chr1	39408570	39409266	1	1	1
chr1	39540582	39541100	1	0	0
chr1	39559512	39559775	1	0	0
chr1	39576694	39577069	0	0	1
chr1	39625489	39625938	1	0	0
chr1	39639710	39639911	1	0	0
chr1	39738694	39739132	1	0	1
chr1	39788794	39789367	1	0	1
chr1	39799047	39799494	1	1	1
chr1	39817404	39817617	1	1	0
chr1	39825394	39825568	1	0	0
chr1	39833607	39834061	1	0	0
chr1	39842922	39843219	1	0	0
chr1	39845738	39846018	1	0	0
chr1	39883226	39883658	1	0	1
chr1	39890309	39890648	1	0	0
chr1	39901791	39902160	1	0	0
chr1	39934236	39934861	1	1	1
chr1	39940293	39940583	1	0	0
chr1	39954890	39955263	1	1	1
chr1	39960608	39960937	1	0	0
chr1	40039778	40040898	1	1	1
chr1	40161045	40161652	1	1	1
chr1	40257667	40258515	1	1	1
chr1	40315152	40315595	1	0	0
chr1	40373370	40373992	1	1	1
chr1	40423285	40423419	1	0	0
chr1	40449829	40450381	1	1	1
chr1	40476993	40477726	1	1	1
chr1	40531327	40531865	1	1	1
chr1	40539410	40539748	1	0	0
chr1	40600115	40600259	1	0	0
chr1	40612340	40612616	1	0	0
chr1	40665424	40666058	0	1	1
chr1	40691405	40692490	1	1	1
chr1	40802210	40802745	1	1	1
chr1	40850081	40850293	1	0	0
chr1	40860741	40861181	1	1	0
chr1	40862218	40862842	1	1	1
chr1	40905173	40905426	1	0	0
chr1	40979323	40980177	1	1	1
chr1	41003664	41004103	1	1	0
chr1	41053256	41053697	1	1	0
chr1	41109337	41109649	1	0	0
chr1	41109945	41110183	1	0	0
chr1	41242046	41242443	1	0	0
chr1	41516244	41516386	1	0	0
chr1	41611459	41611724	1	0	0
chr1	41662166	41662527	1	0	1
chr1	41683963	41684134	1	0	0
chr1	41727379	41727739	1	0	0
chr1	41739095	41739379	1	0	0
chr1	41751295	41751630	1	0	1
chr1	41768619	41768870	1	0	0
chr1	41802794	41803374	1	1	0
chr1	41894809	41895223	1	0	0
chr1	42035492	42036267	1	1	1
chr1	42136410	42136834	1	0	0
chr1	42334889	42335596	1	1	1
chr1	42456247	42456840	1	0	1
chr1	42462904	42463440	1	1	1
chr1	42551252	42551473	1	0	0
chr1	42658014	42658727	1	1	1
chr1	42682027	42683173	1	1	1
chr1	42737100	42737730	1	1	0
chr1	42766740	42767566	1	1	0
chr1	42816770	42817605	1	1	1
chr1	42833979	42834438	1	0	0
chr1	42846242	42846793	1	1	1
chr1	42924245	42924554	1	0	0
chr1	42931261	42931549	1	0	0
chr1	42931877	42932119	1	0	0
chr1	42958144	42959259	1	0	1
chr1	43172060	43172809	1	1	0
chr1	43239465	43239683	1	0	0
chr1	43274416	43274680	1	0	0
chr1	43330248	43330527	1	0	0
chr1	43358596	43359244	1	1	1
chr1	43367805	43368612	1	1	1
chr1	43381578	43381893	1	0	0
chr1	43389749	43390230	1	1	1
chr1	43649754	43650644	1	1	1
chr1	43707284	43707975	1	1	1
chr1	43783680	43784080	1	0	0
chr1	43834193	43834595	1	0	0
chr1	43835139	43835452	1	0	0
chr1	43853400	43853797	1	0	0
chr1	43946304	43947047	1	1	1
chr1	43969711	43970162	1	1	1
chr1	43974721	43975036	1	0	0
chr1	43991425	43991997	1	0	1
chr1	44005804	44005947	1	0	0
chr1	44029738	44029937	1	0	0
chr1	44029988	44030441	1	0	1
chr1	44068668	44068892	1	0	0
chr1	44213269	44213746	1	0	0
chr1	44238124	44238818	1	0	1
chr1	44261966	44262316	1	0	0
chr1	44263616	44263888	1	0	0
chr1	44273615	44273866	1	0	0
chr1	44302108	44302432	1	0	0
chr1	44355010	44355548	1	1	0
chr1	44405028	44405436	1	0	0
chr1	44417407	44417835	1	0	0
chr1	44460511	44460755	1	0	0
chr1	44485643	44486022	1	0	0
chr1	44600193	44600529	1	0	0
chr1	44631651	44632551	1	0	1
chr1	44652743	44653187	1	0	0
chr1	44672220	44672663	1	1	0
chr1	44674057	44674770	1	1	1
chr1	44676485	44676752	1	0	0
chr1	44698227	44698578	1	0	0
chr1	44721055	44722027	1	1	1
chr1	44730492	44731537	1	1	1
chr1	44739479	44739987	1	0	1
chr1	44775216	44775834	1	1	1
chr1	44786184	44786610	1	0	1
chr1	44793593	44794003	1	0	0
chr1	44799736	44800600	1	1	1
chr1	44807344	44808007	1	0	1
chr1	44819406	44820084	1	1	1
chr1	44820155	44820300	0	0	1
chr1	44820345	44820487	1	0	1
chr1	44826650	44826747	1	0	0
chr1	44986250	44986909	1	1	1
chr1	45011902	45012349	1	0	1
chr1	45053103	45053262	1	0	0
chr1	45303450	45304316	1	1	1
chr1	45339806	45340581	1	0	1
chr1	45393731	45394308	1	1	1
chr1	45394366	45394383	0	0	1
chr1	45490881	45491565	1	1	0
chr1	45499867	45500404	1	1	1
chr1	45521577	45522208	1	1	1
chr1	45543847	45544203	1	0	0
chr1	45550455	45551178	1	1	1
chr1	45583307	45584315	1	1	1
chr1	45584501	45584820	1	0	0
chr1	45686450	45687508	1	1	1
chr1	45750273	45751116	1	1	1
chr1	45787953	45788278	1	0	0
chr1	45803362	45803724	1	1	1
chr1	46003382	46003835	1	0	0
chr1	46037096	46037366	1	0	0
chr1	46043465	46043971	1	1	0
chr1	46132616	46133423	1	1	1
chr1	46198141	46198824	1	1	1
chr1	46223480	46223935	1	0	0
chr1	46247282	46247867	1	1	1
chr1	46286044	46286422	1	0	0
chr1	46302969	46303912	1	1	1
chr1	46333667	46333956	1	0	0
chr1	46340472	46341318	1	1	1
chr1	46348107	46348455	1	0	0
chr1	46373522	46374012	1	1	1
chr1	46394128	46394621	1	1	1
chr1	46402237	46402629	1	0	0
chr1	46413671	46414013	1	0	0
chr1	46436287	46436711	1	0	0
chr1	46437757	46438127	1	0	0
chr1	46442357	46442726	1	0	0
chr1	46522121	46522832	1	1	1
chr1	46580649	46580906	1	0	0
chr1	46581876	46582256	1	0	0
chr1	46587035	46587455	1	1	0
chr1	46595121	46595604	1	0	0
chr1	46603953	46604539	1	1	1
chr1	46616620	46617103	1	0	0
chr1	46668028	46668742	1	0	1
chr1	46699686	46700099	1	0	0
chr1	46718817	46719506	1	1	1
chr1	46725323	46725491	1	0	0
chr1	46772637	46772880	1	0	0
chr1	47179127	47179691	1	1	0
chr1	47192782	47193334	1	0	0
chr1	47211733	47212224	1	0	0
chr1	47231586	47232029	1	0	0
chr1	47239421	47239549	1	0	0
chr1	47313903	47314563	1	1	1
chr1	47333415	47334607	1	1	1
chr1	47388647	47389039	1	0	0
chr1	47411302	47411753	1	0	0
chr1	47432236	47432632	1	0	0
chr1	47437417	47438347	1	0	1
chr1	47679413	47679783	1	0	0
chr1	48061939	48062152	1	0	0
chr1	48196278	48196701	1	0	0
chr1	48202327	48202613	1	0	0
chr1	48227722	48227988	1	0	0
chr1	48236989	48237161	1	0	0
chr1	48245083	48245568	1	0	0
chr1	48572724	48573146	1	0	0
chr1	48616821	48617205	1	0	0
chr1	48617302	48617740	1	0	0
chr1	48661752	48662226	1	0	0
chr1	48677462	48677789	1	0	0
chr1	48688468	48688618	1	0	0
chr1	48750018	48750550	1	1	0
chr1	48768004	48768318	1	0	0
chr1	48793993	48794266	1	0	0
chr1	48803632	48803798	1	0	0
chr1	48851698	48852061	1	0	0
chr1	49044389	49044806	1	0	0
chr1	49980243	49980521	1	0	0
chr1	50038307	50038471	1	0	0
chr1	50081083	50081250	1	0	0
chr1	50109690	50110273	1	0	0
chr1	50110322	50110634	1	0	0
chr1	50308915	50309077	1	0	0
chr1	50348762	50348991	1	0	0
chr1	50378550	50379140	1	0	0
chr1	50386732	50386988	1	0	0
chr1	50458572	50459031	1	0	0
chr1	50490574	50490871	1	0	0
chr1	50508056	50508422	1	1	0
chr1	50638215	50638617	1	0	0
chr1	50691040	50691360	1	0	0
chr1	50710892	50711213	1	0	0
chr1	50724452	50724925	1	0	0
chr1	50873399	50873859	1	0	1
chr1	50959850	50960590	1	1	1
chr1	50968176	50968897	1	1	1
chr1	50969731	50970259	1	0	0
chr1	50977909	50978393	1	0	1
chr1	50998734	50999047	1	0	0
chr1	51093765	51093935	1	0	0
chr1	51168393	51168613	1	0	0
chr1	51170235	51170697	1	1	1
chr1	51175231	51175645	1	0	0
chr1	51214733	51215214	1	0	0
chr1	51235976	51236669	1	1	0
chr1	51296987	51297270	1	0	0
chr1	51303769	51303894	1	0	0
chr1	51501324	51501594	1	0	0
chr1	51518805	51519619	1	1	1
chr1	51600549	51600875	1	0	0
