Chr	Start	End	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chr1	24415552	24415851	33.3003843409966	-0.285986710593529	0.383450673793504	-0.745823987644207	0.455773747486162	0.999771598929874
chr1	24481130	24481440	21.4768627177412	0.608510336732189	0.482371990458823	1.26149600053143	0.207130200041133	0.999771598929874
chr1	24502709	24503090	36.0611630407318	-0.0280604457403242	0.367061516910308	-0.0764461662353476	0.939064141692131	0.999771598929874
chr1	24642771	24643395	120.069023369496	0.0541343109851169	0.232434854237962	0.232901004294715	0.815838278571271	0.999771598929874
chr1	24733350	24733629	24.9268009221199	0.433189922800562	0.45051633586267	0.961540988233132	0.336280226683644	0.999771598929874
chr1	24744903	24745521	98.508221338747	-0.28314527649395	0.242850029598844	-1.16592646482962	0.243644177875502	0.999771598929874
chr1	24762427	24762645	13.2329311677049	0.602152449699642	0.593208405708253	1.01507740602682	0.310068930827391	0.999771598929874
chr1	24847972	24848646	55.373542355006	0.0199144009418585	0.310572746223844	0.0641215341139602	0.948873455384575	0.999771598929874
chr1	24872604	24872924	31.5507956096679	0.731239004049603	0.403694721234332	1.81136627651156	0.070084172597872	0.999771598929874
chr1	24930193	24930477	25.7407424758672	0.204663123721794	0.434240998523408	0.471312299892756	0.637417733401429	0.999771598929874
chr1	24964974	24965459	45.5783285441865	-0.127042633562466	0.332179717006295	-0.382451507597794	0.70212649122527	0.999771598929874
chr1	25022811	25023117	22.1041281740217	0.0211067145669796	0.467404299724682	0.0451572965405158	0.963981931927803	0.999771598929874
chr1	25140055	25140647	38.6537266634372	0.269267468336541	0.356040226007655	0.756283837239088	0.449479036530784	0.999771598929874
chr1	25239720	25240219	57.7311617728857	0.0675089703439418	0.305684620243513	0.220845164830875	0.825212995247726	0.999771598929874
chr1	25247196	25247297	7.91536083362465	-0.908311953915115	0.768685626409853	-1.18164295351454	0.237347402485754	0.999771598929874
chr1	25247363	25247917	51.8428205437761	-0.0230614840343822	0.32664240170811	-0.0706016240199891	0.943714817859316	0.999771598929874
chr1	25338258	25338696	31.3305100951912	-0.564232573417785	0.399233733871222	-1.41328882193053	0.157570819317677	0.999771598929874
chr1	25430067	25430969	83.3897318659231	-0.219235928014743	0.258810864979131	-0.847089352421201	0.396945319473509	0.999771598929874
chr1	25543338	25543869	36.5007274405871	-0.115026096694027	0.36855083667052	-0.312103745939557	0.754961679785758	0.999771598929874
chr1	25549620	25549838	20.0961402448263	-0.176948559543965	0.499668435967418	-0.35413195392535	0.72323999600678	0.999771598929874
chr1	25616484	25616926	46.1822411477086	-0.0584512325152118	0.333508277355378	-0.175261714577859	0.860873993444557	0.999771598929874
chr1	25859251	25859661	34.7667308016229	0.0474079053357833	0.372762549537602	0.127179904189922	0.898798010347058	0.999771598929874
chr1	25905463	25905915	43.4267515163776	-0.30704481231699	0.342647393714192	-0.896095572152816	0.370201721715699	0.999771598929874
chr1	25906010	25906104	7.05617680612647	-1.069097002743	0.832328382503538	-1.28446539276637	0.198979165009356	0.999771598929874
chr1	25906209	25906666	48.9424088210419	-0.287293288207892	0.330438800363213	-0.869429642923603	0.384612175325637	0.999771598929874
chr1	25997112	25997347	22.9935949798843	0.564591408833467	0.45613754002458	1.23776571602294	0.215802944107622	0.999771598929874
chr1	25997916	25998499	70.6036029474887	0.187798658056238	0.278285614231266	0.674841416344897	0.499776523982376	0.999771598929874
chr1	26111004	26111171	15.309224384894	-0.318820695846772	0.548447972597777	-0.581314384911749	0.561028587363458	0.999771598929874
chr1	26111312	26112116	86.8977385354363	-0.265033927673086	0.253986371906983	-1.04349664780498	0.296718332560173	0.999771598929874
chr1	26126533	26126907	20.8762449866876	0.468819001300658	0.47904850443551	0.978646205884921	0.327754820414263	0.999771598929874
chr1	26169682	26170008	29.1150623866543	-0.055301330200301	0.407301294656394	-0.135774992433928	0.891999161107421	0.999771598929874
chr1	26233783	26234460	80.5925678506941	-0.30347204261102	0.266092555672548	-1.14047550802012	0.254088250767755	0.999771598929874
chr1	26378208	26378649	27.0004990662614	-0.153966942754131	0.431707954050203	-0.356646064335025	0.7213567878846	0.999771598929874
chr1	26385711	26385930	15.7313812512076	0.664402554883806	0.547608986128469	1.21327913112064	0.225023118877708	0.999771598929874
chr1	26431915	26432601	60.9266688555437	-0.0443746253584821	0.292486269186869	-0.151715242844891	0.879411534295584	0.999771598929874
chr1	26472058	26473268	141.110930526547	-0.260060135572641	0.213062602292408	-1.22058086578579	0.222244754641127	0.999771598929874
chr1	26500144	26500618	39.965208865954	-0.193642625970473	0.350496420250004	-0.552481037701756	0.580618822579087	0.999771598929874
chr1	26500717	26501298	45.5454710568349	-0.44844462047562	0.333108402717902	-1.34624229475049	0.178224389048372	0.999771598929874
chr1	26695438	26695825	48.1107608627569	0.137105962977502	0.326577615374466	0.419826578806669	0.674612146886909	0.999771598929874
chr1	26744117	26744419	24.8277376452991	-0.166926323647606	0.437513777241723	-0.381533867801792	0.702807145391704	0.999771598929874
chr1	26787796	26788280	47.3346794798469	-0.0710229213663074	0.33273807240039	-0.213449939328987	0.830976031920525	0.999771598929874
chr1	26820831	26821048	18.8591283569898	0.205618295725467	0.498630959412306	0.41236568216264	0.680071412814434	0.999771598929874
chr1	26826564	26826965	32.5739867400258	0.0617419941019551	0.405442764008768	0.152282885730869	0.878963822695373	0.999771598929874
chr1	26864997	26865374	56.9045683645476	0.285480795242888	0.302572701042695	0.943511408197411	0.345419382840923	0.999771598929874
chr1	26890219	26890446	16.7079004720651	0.817976092598883	0.57646446573306	1.41895319004391	0.155912663576108	0.999771598929874
chr1	26900308	26900504	12.9740015329034	-0.315600715452964	0.591425666342807	-0.533627019274528	0.593599610801893	0.999771598929874
chr1	26921451	26921978	54.8295403146899	-0.0523734975216281	0.306602016810638	-0.170819155289428	0.864365966703925	0.999771598929874
chr1	27001914	27002345	29.3371053975548	0.699148509094945	0.421204838310915	1.65987767827791	0.0969390628275188	0.999771598929874
chr1	27012830	27013137	37.1667059899842	-0.209309638795381	0.363667650794723	-0.575551986375407	0.56491804239145	0.999771598929874
chr1	27067657	27067920	16.4513539588511	0.518572261440332	0.545073370027009	0.951380658010565	0.341411175372597	0.999771598929874
chr1	27112007	27112421	51.1132450753988	0.22415018323188	0.323260437886546	0.693404317266158	0.488055853676855	0.999771598929874
chr1	27116692	27117007	27.6292635197773	0.514152333637403	0.425394005974616	1.20864969044271	0.226797457450943	0.999771598929874
chr1	27154990	27155568	52.3837270424143	-0.181169721111175	0.316125160456234	-0.573094912311662	0.566580431855593	0.999771598929874
chr1	27234130	27234757	86.5341639436481	-0.0280364302338735	0.254876402453273	-0.110000101869036	0.912409294125893	0.999771598929874
chr1	27321971	27322466	81.4379751901358	0.0529972225816724	0.26672745982042	0.198694287484888	0.842501892858691	0.999771598929874
chr1	27392288	27392704	44.0799985638286	-0.242468009687528	0.354815421995154	-0.683363784821166	0.494376998165326	0.999771598929874
chr1	27435894	27436228	22.8274161819235	0.590370883164002	0.463293648769423	1.27429090541628	0.202560338425892	0.999771598929874
chr1	27489976	27490628	64.0314391435742	-0.0765976123558412	0.296694553708635	-0.258169930652192	0.796275763330693	0.999771598929874
chr1	27568414	27568857	53.6495859796778	-0.0517729973061595	0.310002767853046	-0.167008177587311	0.867363614511736	0.999771598929874
